id;kanji;jlpt;joyo_reading;reading;on;kun;on_trans;kun_trans
562;股;0;コ、また;もも;ko;"thigh, crotch; yarn; strand; ply";mata;"crotch, thigh, groin"
563;虎;1;コ、とら;;ko;"tiger, drunkard";tora;"tiger, drunkard"
564;孤;1;コ;;ko;orphan;-;-
565;弧;1;コ;;ko;"arc; arch; bow";-;-
566;故;2;コ、ゆえ;ふる;ko;"reason, cause; circumstances";yue;"reason, cause; circumstances"
567;枯;2;コ、か-れる、か-らす;;ko;"wither, die, be dead; age; be seasoned; fog up";"ka(reru), ka(rasu)";"wither, die, be dead; age; be seasoned; fog up. kill (vegetation); let dry; season (lumber)"
568;個;2;コ;カ;ko;"individual; article counter";-;-
569;庫;2;コ、[ク];;"ko, [ku]";storehouse;-;-
570;湖;2;コ、みずうみ;;ko;lake;mizuumi;lake
571;雇;2;コ、やと-う;;ko;"employ, hire";yato(u);"employ, hire"
572;誇;1;コ、ほこ-る;;ko;"boast of, be proud of";hoko(ru);"boast of, be proud of"
573;鼓;1;コ、つづみ;;ko;drum;tsuzumi;drum
574;錮;0;コ;;ko;"to tie";-;-
575;顧;1;コ、かえり-みる;;ko;"look back; turn around, look back upon, review; examine oneself; take notice of";kaeri(miru);"look back; turn around, look back upon, review; examine oneself; take notice of"
576;五;5;ゴ、いつ、いつ-つ;;go;five;"itsu, itsu(tsu)";"five; five years old"
577;互;3;ゴ、たが-い;;go;"mutually, reciprocally, together";taga(i);"mutually, reciprocally, together"
578;午;5;ゴ;うま;go;"11 a.m.-1 p.m.; 7th zodiac sign";-;-
579;呉;1;ゴ;くれ;go;"give; do (something) for";-;-
580;後;5;ゴ、コウ、のち、うし-ろ、あと、おく-れる;;"go, 	koo";"back, rear, behind";"nochi, ushi(ro), ato, oku(reru)";"after, since then; future; after one's death. back, rear, behind. results; remainder, sequel; posterity; successor; survivor; effect, influence; estate. be late, be delayed, be overdue; lag behind; (clocks) lose"
581;娯;1;ゴ;;go;pleasure;-;-
582;悟;1;ゴ、さと-る;;go;"perceive, discern, realize, understand, comprehend; attain enlightenment, find one's philosophy";sato(ru);"perceive, discern, realize, understand, comprehend; attain enlightenment, find one's philosophy"
583;碁;1;ゴ;キ;go;"Japanese checkers";-;-
584;語;5;ゴ、かた-る、かた-らう;;go;"word, speech, language, term";"kata(ru), kata(rau)";"talk, tell, narrate, recite. chat; pledge one's troth; invite, entice; win; conspire with"
585;誤;3;ゴ、あやま-る;;go;"err, be mistaken; do wrong, mislead";ayama(ru);"err, be mistaken; do wrong; mislead"
586;護;1;ゴ;まも;go;"defend, protect; keep, observe, obey; abide by; stick to; be true to";-;-
587;口;4;コウ、ク、くち;;"koo, 	ku";mouth;kuchi;"mouth, lips; speech, words; one's taste, stopper, plug; nozzle, orifice, slit, aperture; door, gate, entrance; route, ascent; employment, job; call (for a doctor); share; kind, lot, brand; beginning; rumor, opening (of a boil)"
588;工;4;コウ、ク;たくみ;"koo, 	ku";"artisan, mechanic; manufacture; work";-;-
589;公;2;コウ、おおやけ;ク、グ、きみ;koo;"public, duke, lord; public";ooyake;"public, open; official, governmental; formal"
590;勾;0;コウ;ま;koo;"to bent";-;-
591;孔;1;コウ;ク、あな;koo;"hole, aperture, slit; gap, stop (of musical instrument); eyelet; cavity; socket; cave; den; hiding place; pit; fault, defect; deficit; grave; dark horse";-;-
592;功;1;コウ、[ク];いさお;"koo, [ku]";"merits, meritorious deeds; success; credit, honor; effect; class (in court orders)";-;-
593;巧;1;コウ、たく-み;;koo;skilled;taku(mi);"skill, ingenuity"
594;広;4;コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる;;koo;"spread out, extend, reach to";"hiro(i), hiro(maru), hiro(meru), hiro(garu), hiro(geru)";"spread out, extend, reach to. expand, enlarge, widen; unfurl; open (arms of a package), stretch, spread. be diffused, prevail, be propagated, prevade, be circulated, become popular. enlargel; disseminate; popularize; advertise, introduce, announcement, advertisement. wide, broad, extensive, spacious"
595;甲;1;コウ、カン;きのえ、かぶと;"koo, 	kan";"high (voice). first class； former； back (of the hand); instep; armor; shell, tortoise shell, carapace";-;-
596;交;3;コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす;;koo;"coming and going, association; change of seasons";"maji(waru), maji(eru), maji(ru), ma(zaru), ma(zeru), ka(u), ka(wasu)";"associate with, mingle with; interest; join. mix; converse with, cross (swords). blend, mingle; include, let in on. be mixed, be blended. exchange (messages); dodge, parry, avoid, turn aside"
597;光;3;コウ、ひか-る、ひかり;;koo;light;"hika(ru), hikari";"shine, glitter, sparkle, twinkle, flash. light, beam, glare, gleam, glimmer, glow, brightness, radiance, glitter, luster; influence (of parents)"
598;向;3;コウ、む-く、む-ける、む-かう、む-こう;キョウ、さき;koo;"face, confront; oppose, defy; proceed to; get, tend toward; approach";"mu(ku), mu(keru), mu(kau), mu(koo)";"face, confront; oppose, defy; proceed to; get, tend toward; approach. turn; point (a gun); send (a messenger of letter). (a needle) points to; lean towards; front on; suit. the other side; opposite direction; the other party; destination; the next (few years); opposition to"
599;后;1;コウ;ゴ、きさき;koo;"after; behind; back; later";-;-
600;好;3;コウ、この-む、す-く;よしみ、よ;koo;"like, be fond of";"kono(mu), su(ku)";"like, be fond of. Love"
601;江;1;コウ、え;;koo;"inlet, bay";e;"inlet, bay"
602;考;4;コウ、かんが-える;;koo;"thought, consideration; research, treatise ";kanga(eru);"think, consider, believe, suspect; be of the opinion; intend; expect, hope, fear; judge, conclude; imagine, suppose; regard as; be discreet; ponder over; reconsider; be prepared for; invent "
603;行;5;コウ、ギョウ、[アン]、い-く、ゆ-く、おこな-う;;"koo, 	gyoo, [an]";"party, suite; journey; expedition; line, row. religious austerities. ";"i(ku), yu(ku), okona(u)";"go; run (water). do, act, conduct oneself; carry out; perform, conduct (school); exercise (control); hold (a ceremony) "
604;坑;1;コウ;あな;koo;"pit, hole";-;-
605;孝;1;コウ;;koo;"filial piety";-;-
606;抗;1;コウ;あ;koo;"resist, defy, oppose, antagonize";-;-
607;攻;1;コウ、せ-める;おさ;koo;"attack, assault";se(meru);"attack, offensive"
608;更;3;コウ、さら、ふ-ける、ふ-かす;が;koo;"a watch of the night";"sara, fu(keru), fu(kasu)";"sit up late. get late; grow old; reach the height of the season. again; after all; more and more"
609;効;2;コウ、き-く;;koo;"efficacy, benefit; efficiency; effect, result; success";ki(ku);"be effective"
610;幸;3;コウ、さいわ-い、さち、しあわ-せ;みゆき;koo;"happiness, fortune";"saiwa(i), sachi, shiawa(se)";"happiness; blessing; good fortune. mercy"
611;拘;1;コウ;かかわ;koo;"seize, arrest";-;-
612;肯;2;コウ;;koo;"agree to, consent, comply with, undertake";-;-
613;侯;1;コウ;;koo;"marquis; load, daimyo";-;-
614;厚;2;コウ、あつ-い;;koo;"very thick; heavy";atsu(i);"thick; kind, cordial"
615;恒;1;コウ;つね、づね;koo;always;-;-
616;洪;1;コウ;;koo;"flood, vast";-;-
617;皇;1;コウ、オウ;すめらぎ;"koo, 	oo";emperor;-;-
618;紅;2;コウ、[ク]、べに、くれない;;"koo, [ku]";"red, crimson";"beni, kurenai";"red, crimson; rouge, lipstick. deep red, crimson"
619;荒;2;コウ、あら-い、あ-れる、あ-らす;すさ;koo;"rough, rude, wild, harsh, violent, gruff, fierce ";"ara(i), a(reru), a(rasu)";"rough, rude, wild, harsh, violent, gruff, fierce. be ruined, become stormy; tear around; get chapped. lay waste "
620;郊;2;コウ;;koo;"suburbs; rural area";-;-
621;香;2;コウ、[キョウ]、か、かお-り、かお-る;;"koo, [kyoo]";"incense, fragrance ";"ka, kao(ri), kao(ru)";"smell, scent, odor; aroma, perfume, fragrance, flavor. be fragrant"
622;候;3;コウ、そうろう;そうろ;koo;"season, weather";sooroo;"classical verbal ending equivalent to colloquial"
623;校;5;コウ;ギョウ;koo;"school; (printing) proof; comparison; correction; investigation";-;-
624;耕;2;コウ、たがや-す;;koo;"plow, cultivate";tagaya(su);"plow, cultivate"
625;航;2;コウ;;koo;"navigation; cross over";-;-
626;貢;1;コウ、[ク]、みつ-ぐ;;"koo, [ku]";tribute;mitsu(gu);"support, finance"
627;降;3;コウ、お-りる、お-ろす、ふ-る;くだ;koo;"going down; surrender";"o(riru), o(rosu), fu(ru)";"fall, drop, come down (rain, etc.). come down, go down, step down, descend; get off; land. take down, lower, pull down, lift down, let down, drop; launch; let off (passengers); wear (for the first time); cause (abortion); grate; invoke; exercise; borrow (in subtraction); lock"
628;高;5;コウ、たか-い、たか、たか-まる、たか-める;;koo;high;"taka(i), taka, taka(maru), taka(meru)";"high, tall, lofty, raised, elevated, eminent; exalted, noble; loud, stentorian; expensive; widely known. quantity, volume, amount, sum; rise (in prices); fief. rise; swell; be elevated, be promoted; increase. raise, lift, promote, elevate; improve, enhance; ennoble; heighten; boost "
629;康;2;コウ;やす;koo;peace;-;-
630;控;1;コウ、ひか-える;;koo;"draw in; hold back, suspend (judgment); refrain from; be moderate; write, make notes; wait; have; moderate (a report)";hika(eru);"memo; duplicate; waiting; prop; reserve"
631;梗;0;コウ;;koo;"for the most part; close up";-;-
632;黄;2;コウ、オウ、き、[こ];;"koo, 	oo";yellow;"ki, [ko]";"yellow. turn yellow. yellow tint"
633;喉;0;コウ、のど;;koo;"throat, voice";nodo;"throat, voice"
634;慌;0;コウ、あわ-てる、あわ-ただしい;;koo;"be confused, lose one's head, be hurried, be hasty";"awa(teru), awa(tadashii)";"be confused, lose one's head, be hurried, be hasty, busy, bustling, confused"
635;港;3;コウ、みなと;;koo;"port, harbor";minato;"port, harbor"
636;硬;2;コウ、かた-い;;koo;"hard, solid; tough, rigid; tight; steady, firm; strict; safe, reliable, upright; chaste, constant; stiff; bookish; classical; stubborn";kata(i);"hard, solid; tough, rigid; tight; steady, firm; strict; safe, reliable, upright; chaste, constant; stiff; bookish; classical; stubborn"
637;絞;1;コウ、しぼ-る、し-める、し-まる;;koo;"strangle, constrict, wring";"shibo(ru), shi(meru), shi(maru)";"strangle, constrict, wring. squeeze, press, extract; milk; close tight; extort; scold"
638;項;1;コウ;うなじ;koo;"clause, paragraph; item; term (in math); argument (in math or linguistics) ";-;-
639;溝;1;コウ、みぞ;;koo;"ditch, gutter, sewer, drain ";mizo;"ditch, gutter, drain; groove, slot; gulf, gap "
640;鉱;2;コウ;あらがね;koo;ore;-;-
641;構;3;コウ、かま-える、かま-う;;koo;"build; keep house; take a posture; assume an attitude; pose as; be ready for; feign, pretend; set up (camp) ";"kama(eru), kama(u)";"build; keep house; take a posture; assume an attitude; pose as; be ready for; feign, pretend; set up (camp). mind, care about; pay attention to; interfere with; be hospitable; tease, molest; expel, banish "
642;綱;1;コウ、つな;;koo;"class (in zoology)";tsuna;"rope, cord, string, line, hawser, cable; morality"
643;酵;1;コウ;;koo;fermentation;-;-
644;稿;1;コウ;;koo;"copy, manuscript, draft; crest (of waves)";-;-
645;興;1;コウ、キョウ、おこ-る、おこ-す;お;"koo, 	kyoo";"interest, entertainment, pleasure ";"oko(ru), oko(su)";"rise, flourish. revive, retrieve (fortunes), raise up "
646;衡;1;コウ;;koo;"measuring rod; scales";-;-
647;鋼;1;コウ、はがね;;koo;steel;hagane;steel
648;講;2;コウ;;koo;"lecture, club, association ";-;-
649;購;1;コウ;あがな;koo;buy;-;-
650;乞;0;こ-う;;-;-;ko(u);"ask, request; invite; pray for; beg, solicit"
651;号;3;ゴウ;;goo;"number; item, title, pseudonym; Buddhist name ";-;-
652;合;3;ゴウ、ガッ、[カッ]、あ-う、あ-わす、あ-わせる;コウ;"goo, gaQ, [kaQ]";one-tenth;"a(u), a(wasu), a(waseru)";"fit, suit; agree with, match, be correct; pay, be profitable. join together; be opposite, face; unite, combine, connect; add up; mix; match; overlap; compare; check with "
653;拷;1;ゴウ;;goo;"beat, torture";-;-
654;剛;1;ゴウ;コウ、つよ;goo;strength;-;-
655;傲;0;ゴウ;おご;goo;"be proud";-;-
656;豪;1;ゴウ;つよ;goo;"great, powerful, excelling";-;-
657;克;1;コク;か、よ;koku;"win; prevail, predominate, surpass ";-;-
658;告;3;コク、つ-げる;;koku;"tell, inform, announce, proclaim; bid, order ";tsu(geru);"tell, inform, announce, proclaim; bid, order "
659;谷;2;コク、たに;きわ;koku;"valley, dale, ravine; trough (of a wave); trough (in atmospheric pressure) ";tani;"valley, dale, ravine; trough (of a wave); trough (in atmospheric pressure) "
660;刻;3;コク、きざ-む;;koku;"time; carving, engraving, cutting ";kiza(mu);"cut fine, chop up; mince, hash; carve (images); engrave (seals); chisel, cut, notch "
661;国;5;コク、くに;;koku;country;kuni;"country, land, realm; province; native land "
662;黒;4;コク、くろ、くろ-い;;koku;"black; dark";"kuro, kuro(i)";"black; dark, swarthy, browned; dirty"
663;穀;1;コク;;koku;"cereals, grain";-;-
664;酷;1;コク;きび;koku;"severity, cruelty";-;-
665;獄;1;ゴク;ひとや;goku;"prison, jail";-;-
666;骨;2;コツ、ほね;;kotsu;"bone; remains; knack";hone;"bone; skeleton; frame; rib (of an umbrella); grit, backbone; effort, pains "
667;駒;1;こま;ク;-;-;koma;"horse; colt, pony; chessman; frame (of a film); bridge (of a violin)"
668;込;3;こ-む、こ-める;;-;-;"ko(mu), ko(meru)";"be crowded; requiring (a lot of work). include; load (a gun); concentrate on; devote oneself to"
669;頃;0;ころ;ケイ;-;-;koro;"time, period. about (regarding time)"
670;今;5;コン、キン、いま;;"kon, 	kin";"now, the present; the coming; this ";ima;"now, present time; just now, soon, immediately; (one) more "
671;困;3;コン、こま-る;;kon;"be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed ";koma(ru);"be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed "
672;昆;1;コン;;kon;"descendants, elder brother";-;-
673;恨;1;コン、うら-む、うら-めしい;;kon;"bear a grudge, show resentment";"ura(mu), ura(meshii)";"bear a grudge, show resentment, hateful, bitter"
674;根;2;コン、ね;;kon;"root (of a plant); root, radical (in science and math); stamina ";ne;"root; base (of a hill); head (of a boil); origin; foundation; peak"
675;婚;3;コン;;kon;marriage;-;-
676;混;2;コン、ま-じる、ま-ざる、ま-ぜる、こ-む;;kon;"mix; blend; adulterate; confound, confuse ";"ma(jiru), ma(zaru), ma(zeru), ko(mu)";"mix, blend, mingle; include, let in on. be mixed, be blended; mingle with "
677;痕;0;コン、あと;;kon;"mark; footprint";ato;"mark; footprint"
678;紺;1;コン;;kon;"dark blue, navy blue";-;-
679;魂;1;コン、たましい;;kon;"soul, spirit";tamashii;"soul, spirit"
680;墾;1;コン;;kon;"open up farmland";-;-
681;懇;1;コン、ねんご-ろ;;kon;"kind, courteous, hospitable, cordial";nengo(ro);"kind, courteous, hospitable, cordial"
682;左;5;サ、ひだり;;sa;"left; the following";hidari;"left; the left; leftist"
683;佐;1;サ;たす;sa;help;-;-
684;沙;1;サ;シャ、すな;sa;sand;-;-
685;査;2;サ;;sa;investigate;-;-
686;砂;2;サ、シャ、すな;;"sa, 	sha";sand;suna;sand
687;唆;1;サ、そそのか-す;;sa;"tempt, seduce; instigate; promote";sosonoka(su);"tempt, seduce; instigate; promote"
688;差;3;サ、さ-す;;sa;"difference, variation; discrepancy; margin; balance; remainder (in subtraction) ";sa(su);"raise (the hands); stretch out( the hands in dancing); put up (an umbrella); carry (on the shoulder); build (a hut); stretch (a rope); graft (trees); carry (in the belt); lift up; offer. (the sun) shines; appear on the surface"
689;詐;1;サ;いつわ;sa;"lie, falsify; deceive; pretend; deceive, cheat ";-;-
690;鎖;1;サ、くさり;と;sa;"chain; irons; connection";kusari;"chain; irons; connection"
